Host_Gender,Latitude,Longitude,Area,Room_type,Minimum_nights,review_per_month,total_reviews,price
1,40767,-73773,1,0,4,4560,85,1
0,40767,-73778,3,0,4,2750,49,2
1,40765,-73778,0,1,1,360,217,2
0,40766,-73779,0,1,1,13600,423,1
1,40760,-73775,4,1,2,12080,256,0
1,40762,-73774,4,1,2,7920,124,0
0,40769,-73776,1,1,1,11520,245,2
1,40769,-73773,4,0,4,4150,96,2
1,40768,-73771,1,1,1,350,157,2
1,40763,-73778,4,0,5,2770,186,2
0,40763,-73777,1,1,2,6020,133,2
0,40769,-73773,0,1,2,6080,202,2
1,40762,-73774,0,1,2,14050,42,2
1,40762,-73770,1,1,2,12520,56,2
0,40760,-73779,4,1,1,6470,194,0
0,40762,-73770,4,1,1,540,159,0
1,40763,-73770,0,1,3,1940,133,2
1,40766,-73770,3,0,5,3780,131,0
0,40764,-73775,1,1,1,14040,88,2
1,40765,-73773,0,0,4,140,159,1
0,40769,-73771,0,0,5,4110,87,1
1,40763,-73775,1,1,2,13800,420,2
0,40767,-73770,2,0,3,3310,183,2
1,40763,-73779,2,0,4,1660,126,0
0,40763,-73772,4,0,3,840,126,2
1,40763,-73776,3,1,2,9860,56,0
0,40763,-73771,1,1,1,3820,150,2
0,40762,-73774,1,1,3,3550,150,2
1,40761,-73770,4,0,4,1700,51,2
1,40767,-73770,2,1,2,9690,161,0
1,40767,-73774,4,1,3,13490,168,0
0,40760,-73770,4,0,5,3680,14,2
1,40767,-73772,0,0,5,2600,8,1
1,40765,-73771,0,1,2,1830,86,2
1,40761,-73776,1,1,2,7560,127,2
1,40762,-73777,3,0,4,700,193,2
0,40767,-73771,0,1,2,12970,181,2
1,40761,-73776,4,1,3,800,302,0
1,40763,-73772,1,1,2,2710,104,2
1,40762,-73778,0,1,2,10100,231,2
1,40764,-73770,1,0,4,4170,34,1
1,40767,-73775,3,1,2,5840,180,0
0,40760,-73776,4,0,3,3640,137,2
0,40762,-73775,2,1,2,5460,13,0
1,40764,-73775,0,0,4,150,81,1
0,40760,-73779,3,0,4,1980,131,2
1,40765,-73771,2,1,2,620,157,0
0,40769,-73771,3,0,5,2009,90,2
0,40762,-73776,2,1,2,12610,61,0
0,40762,-73773,1,1,2,3520,358,2
0,40768,-73773,3,0,5,4640,139,2
0,40760,-73771,0,1,2,7050,122,2
1,40763,-73778,3,0,4,3950,58,2
1,40767,-73770,3,1,2,9690,20,0
1,40767,-73774,1,1,2,2810,300,2
1,40769,-73779,4,1,1,6590,40,0
1,40760,-73778,4,0,4,2720,42,2
1,40769,-73778,3,1,2,13300,8,0
0,40762,-73777,3,0,3,3240,139,2
1,40766,-73771,0,1,1,14300,192,2
1,40768,-73774,3,1,2,12650,130,0
1,40764,-73774,1,0,3,4210,38,1
1,40768,-73775,3,0,5,3180,126,0
1,40768,-73771,0,1,2,2020,217,2
1,40765,-73777,0,1,3,12840,237,2
1,40760,-73774,3,0,3,1900,111,2
0,40763,-73779,1,0,5,160,161,1
0,40769,-73776,1,1,2,10890,135,2
0,40761,-73772,3,0,5,2560,178,2
0,40767,-73773,1,1,2,2690,31,2
1,40763,-73777,2,0,3,1760,127,2
0,40763,-73772,4,0,3,1780,31,2
0,40769,-73773,3,0,4,2220,174,2
0,40764,-73775,1,1,2,3550,32,2
0,40763,-73776,3,0,4,2130,153,2
0,40763,-73772,4,1,1,5980,51,0
1,40761,-73773,4,0,4,440,25,2
0,40768,-73779,0,0,5,1210,65,1
0,40767,-73776,1,0,3,3410,198,1
0,40766,-73773,2,0,3,2620,50,2
0,40765,-73775,3,1,2,6350,202,0
1,40766,-73778,4,0,4,1260,77,0
0,40763,-73779,1,1,3,3690,133,2
1,40761,-73779,0,1,1,3090,252,2
1,40765,-73778,0,0,3,1850,54,1
0,40761,-73774,1,0,3,4430,20,1
0,40769,-73770,2,0,4,2620,135,2
1,40764,-73772,1,1,3,8590,226,2
0,40769,-73770,1,0,5,3130,40,1
0,40761,-73779,1,1,3,9350,155,1
1,40760,-73775,0,1,2,4770,1,2
0,40761,-73777,0,1,3,9940,230,2
1,40769,-73775,4,1,1,12100,352,0
1,40762,-73775,1,1,3,9830,92,2
0,40768,-73775,0,1,2,10080,36,2
0,40761,-73772,3,1,3,5930,379,0
0,40769,-73771,4,0,5,1510,73,2
0,40765,-73773,1,1,1,4160,62,2
1,40769,-73773,3,0,4,960,164,2
1,40760,-73776,2,1,2,7990,235,0
1,40769,-73774,2,1,2,2150,245,0
1,40769,-73779,4,0,5,4640,106,0
0,40763,-73777,3,0,5,3770,4,2
1,40765,-73772,0,1,3,11990,6,2
0,40764,-73776,1,0,3,2860,190,1
1,40766,-73776,3,1,2,2180,158,0
0,40767,-73777,4,1,2,1670,226,0
1,40760,-73779,4,0,4,1920,162,2
0,40764,-73776,1,1,1,8560,191,2
1,40761,-73771,3,0,4,3980,108,2
1,40762,-73774,0,0,3,1720,25,1
0,40762,-73777,0,0,5,2050,15,1
0,40762,-73779,1,0,4,2520,199,1
0,40762,-73777,3,0,4,1790,116,2
0,40762,-73779,1,1,1,13700,35,1
0,40763,-73778,0,1,1,10550,232,2
0,40768,-73770,4,1,2,5980,255,0
0,40767,-73779,0,0,3,3010,125,1
1,40760,-73779,0,0,5,4860,108,1
1,40767,-73777,4,0,4,2050,108,0
1,40760,-73775,0,1,3,9200,52,2
1,40761,-73772,0,0,3,2960,98,1
0,40761,-73774,2,0,5,2560,1,2
1,40769,-73772,2,1,2,8370,171,0
0,40762,-73772,4,0,3,680,191,2
1,40760,-73778,4,1,3,1410,190,0
0,40761,-73779,3,0,3,1400,104,2
1,40761,-73777,0,0,3,380,154,1
0,40766,-73774,0,1,1,13460,45,1
1,40766,-73777,3,1,1,11490,274,0
1,40768,-73770,4,1,1,12750,211,0
1,40767,-73773,2,0,4,3730,175,0
0,40768,-73770,1,1,1,870,180,2
0,40766,-73770,1,1,2,2210,8,2
1,40764,-73776,1,0,4,1320,79,1
0,40762,-73778,2,1,1,3520,150,0
0,40762,-73779,3,1,1,10630,56,0
0,40762,-73776,0,0,3,2190,131,1
1,40763,-73775,4,1,1,5050,185,0
1,40768,-73777,1,1,2,14430,354,2
0,40768,-73771,3,1,1,10500,80,0
1,40766,-73774,3,0,4,780,106,0
0,40764,-73772,3,0,4,250,117,2
0,40768,-73777,3,0,5,4090,65,2
0,40765,-73770,2,1,3,7390,93,0
0,40764,-73773,0,0,5,500,3,1
1,40761,-73777,3,0,3,2740,14,2
1,40761,-73776,3,0,4,560,20,0
0,40769,-73775,2,1,3,14780,189,0
0,40765,-73775,4,1,2,8680,243,0
1,40761,-73770,0,1,3,3190,200,2
0,40767,-73779,0,1,2,8010,158,2
0,40768,-73775,4,1,1,2060,3,0
1,40764,-73776,2,0,3,2110,94,2
0,40763,-73778,3,1,1,8189,357,0
0,40764,-73777,4,0,3,4390,83,2
1,40762,-73775,4,1,3,1750,8,0
0,40762,-73779,2,1,3,7390,33,0
1,40762,-73774,3,1,2,14120,462,0
0,40762,-73772,2,1,2,1270,175,0
0,40762,-73778,0,1,3,12420,433,2
0,40765,-73770,0,0,4,3180,48,1
0,40763,-73779,0,0,4,4910,113,1
1,40763,-73776,3,0,4,180,194,0
0,40766,-73774,2,0,5,4230,17,2
1,40765,-73776,4,1,3,4150,235,0
1,40760,-73771,0,1,1,7980,432,2
0,40764,-73777,4,0,5,3260,119,2
1,40766,-73775,0,0,5,880,113,1
0,40766,-73770,4,1,1,50,409,0
1,40761,-73773,2,1,2,9670,157,0
1,40768,-73776,1,0,4,3800,120,1
1,40760,-73777,4,0,5,680,183,0
1,40767,-73771,1,0,4,1780,106,1
0,40761,-73779,0,0,3,2890,86,1
0,40769,-73778,2,1,2,8770,40,0
1,40762,-73771,1,1,3,11690,13,2
0,40760,-73776,4,1,2,5590,187,0
1,40768,-73779,0,0,3,1040,117,1
0,40768,-73778,2,0,5,3600,152,2
1,40762,-73770,0,1,2,12350,64,2
0,40760,-73776,0,0,5,1880,45,1
0,40767,-73777,4,1,3,7640,177,0
0,40763,-73779,4,1,1,13560,60,0
0,40768,-73778,2,1,2,5260,147,0
0,40763,-73772,1,1,3,11880,69,2
1,40768,-73777,2,1,2,2020,232,0
1,40765,-73773,0,1,2,5510,242,2
0,40762,-73778,3,1,1,1010,464,0
1,40769,-73774,1,1,2,7840,68,2
0,40766,-73779,0,1,1,11760,217,2
1,40760,-73779,3,1,3,12320,166,0
1,40768,-73775,1,1,2,4230,14,2
0,40764,-73778,3,1,2,2880,245,0
0,40768,-73778,4,0,3,3370,184,2
1,40766,-73775,0,1,3,11560,182,2
0,40767,-73771,0,0,5,1130,85,1
0,40765,-73772,0,1,2,3680,36,2
0,40764,-73778,3,1,1,11800,11,0
1,40764,-73777,2,0,3,2890,20,2
0,40765,-73779,0,0,5,140,104,1
0,40768,-73772,0,0,5,4820,157,1
1,40769,-73773,0,0,5,1390,118,1
1,40765,-73771,0,0,4,3000,87,1
0,40763,-73770,1,1,3,4960,132,2
1,40768,-73779,4,0,4,1940,181,0
0,40764,-73773,1,1,2,8200,243,2
1,40763,-73771,4,1,2,12500,245,0
0,40768,-73774,1,0,4,3710,62,1
0,40769,-73774,0,1,3,11180,212,2
1,40767,-73774,1,1,1,13300,8,2
1,40764,-73773,0,1,2,9470,196,2
1,40766,-73777,0,0,4,1560,180,1
1,40764,-73770,4,0,4,1050,37,2
0,40767,-73776,0,0,4,660,31,1
1,40767,-73779,4,1,2,160,119,0
1,40764,-73770,4,1,2,4270,246,0
1,40760,-73775,4,0,3,1500,81,0
0,40763,-73779,1,1,1,13760,120,2
0,40769,-73771,3,1,2,2060,15,0
1,40763,-73773,1,0,3,4460,95,1
1,40767,-73776,1,0,4,2210,51,1
0,40765,-73777,0,1,2,9340,5,1
0,40761,-73771,1,1,1,12870,121,1
0,40761,-73771,3,0,3,4930,133,2
0,40760,-73774,2,1,3,13650,237,0
1,40765,-73779,3,0,4,1180,94,0
1,40760,-73772,0,1,3,12250,245,2
1,40767,-73774,4,0,5,4710,100,0
0,40769,-73772,1,1,1,4930,80,2
0,40762,-73779,0,1,3,10790,143,2
0,40761,-73779,3,1,3,9260,276,0
0,40768,-73777,0,0,5,4530,85,1
1,40767,-73772,1,1,3,6410,202,2
0,40767,-73770,2,0,5,430,67,2
0,40763,-73779,0,0,4,3370,120,1
0,40768,-73772,2,0,4,2220,61,2
0,40760,-73777,2,0,3,3100,183,2
1,40767,-73775,4,1,2,7480,432,0
1,40763,-73779,2,0,4,3420,178,2
0,40765,-73770,3,0,3,4720,34,2
0,40766,-73778,2,1,1,10650,392,0
1,40764,-73779,3,0,4,3610,90,2
0,40768,-73771,1,0,3,2090,35,1
1,40765,-73772,1,1,1,90,15,2
0,40766,-73778,1,1,2,9900,139,2
0,40765,-73773,2,0,5,2340,186,2
1,40761,-73776,1,0,4,4710,144,1
0,40761,-73777,0,0,4,2880,89,1
0,40761,-73775,3,1,1,9580,8,0
0,40764,-73776,1,1,1,770,232,2
1,40766,-73775,1,1,3,7770,116,2
1,40767,-73777,3,0,3,2850,183,0
0,40767,-73772,2,1,1,12240,192,0
0,40769,-73770,0,0,4,3230,152,1
1,40766,-73778,3,1,1,14900,150,0
1,40766,-73772,0,1,2,6390,25,2
1,40762,-73770,0,1,2,5250,97,2
0,40767,-73772,0,0,3,3240,174,1
1,40766,-73776,3,1,1,7930,118,0
0,40765,-73775,0,1,1,1770,100,2
1,40761,-73778,3,0,3,280,144,2
0,40761,-73777,2,1,3,5050,240,0
0,40762,-73771,1,0,3,4580,3,1
1,40760,-73774,1,0,4,3600,103,1
0,40768,-73772,0,0,5,1810,14,1
0,40760,-73771,4,1,1,8790,260,0
1,40763,-73771,0,1,1,4390,315,2
1,40764,-73776,1,1,2,8970,122,2
0,40765,-73772,0,1,2,9010,27,2
0,40764,-73770,1,0,3,4950,183,1
0,40763,-73773,1,0,5,2510,183,1
0,40769,-73773,2,1,3,6870,152,0
1,40761,-73772,1,0,5,1200,136,1
0,40767,-73772,1,1,3,3420,232,2
0,40769,-73772,0,0,4,1700,185,1
0,40768,-73771,4,0,3,4770,198,2
1,40766,-73772,2,1,2,4520,35,0
1,40768,-73774,4,0,3,4710,182,2
1,40763,-73778,1,1,3,2700,226,2
1,40768,-73778,0,0,3,4490,144,1
1,40763,-73779,3,1,2,11490,136,0
0,40765,-73774,0,0,3,1280,8,1
0,40765,-73773,1,0,3,2990,190,1
0,40763,-73772,1,1,1,11330,90,2
0,40761,-73774,1,0,5,3680,62,1
1,40766,-73771,1,0,3,680,74,1
1,40764,-73777,0,0,4,2009,118,1
0,40765,-73778,2,0,5,1930,77,2
1,40763,-73774,1,0,3,490,145,1
0,40761,-73777,1,1,2,14830,85,2
1,40760,-73771,2,1,2,7870,21,0
1,40762,-73774,1,0,3,3440,180,1
0,40765,-73777,1,0,3,3940,19,1
1,40764,-73774,0,0,5,4000,107,1
1,40768,-73774,2,1,2,3200,4,0
1,40768,-73777,0,0,3,1440,86,1
1,40764,-73779,2,1,3,3280,90,0
1,40767,-73770,3,0,4,3050,15,2
0,40761,-73777,4,0,5,100,107,2
1,40769,-73771,4,0,3,2890,164,2
1,40763,-73773,1,1,1,1250,475,2
0,40767,-73771,3,0,4,4370,39,2
0,40761,-73778,2,1,1,11990,215,0
0,40760,-73771,0,1,3,14090,146,1
0,40767,-73774,4,1,1,5000,444,0
1,40765,-73771,4,0,3,190,150,0
1,40769,-73779,3,0,4,2740,48,0
0,40767,-73774,0,0,4,550,99,1
1,40768,-73777,0,1,3,12510,110,2
0,40766,-73770,3,1,1,2510,63,0
0,40762,-73770,3,1,1,3750,92,0
1,40765,-73770,3,0,5,2540,156,0
1,40767,-73779,0,1,3,14100,122,2
0,40766,-73779,0,0,3,4270,132,1
1,40761,-73770,1,1,1,14780,226,2
0,40765,-73775,3,1,3,8600,97,0
1,40766,-73772,2,1,2,7670,44,0
1,40765,-73773,1,1,3,10910,240,2
1,40762,-73772,1,1,1,12480,80,2
1,40766,-73773,0,0,5,4880,10,1
0,40760,-73779,3,1,3,3610,80,0
0,40765,-73771,1,1,3,7470,314,2
1,40769,-73777,2,0,3,2150,88,2
0,40769,-73773,2,1,2,860,83,0
0,40769,-73776,0,1,3,11140,83,2
0,40763,-73771,1,1,1,9700,213,2
0,40762,-73773,2,0,3,4750,122,2
0,40768,-73774,3,0,4,1250,121,2
1,40760,-73779,3,1,1,12820,152,0
1,40768,-73774,1,1,1,10970,213,2
1,40763,-73774,1,0,3,4740,198,1
0,40767,-73776,1,1,3,1150,180,2
0,40768,-73770,3,1,2,5650,44,0
0,40767,-73776,4,0,4,990,88,2
0,40767,-73772,1,0,5,4870,5,1
0,40762,-73771,3,1,3,10930,486,0
1,40761,-73777,3,1,3,8710,226,0
0,40765,-73778,1,0,3,690,68,1
1,40766,-73773,0,1,3,8300,96,2
1,40766,-73772,3,0,5,2860,30,0
0,40766,-73773,3,1,1,12820,39,0
0,40762,-73771,1,1,3,9080,98,2
1,40769,-73778,1,0,3,1800,27,1
0,40768,-73773,1,1,2,3200,487,2
1,40768,-73778,2,1,3,8750,399,0
1,40764,-73778,4,0,4,960,37,2
1,40767,-73775,3,0,3,2070,149,2
1,40766,-73775,2,1,2,3680,61,0
1,40768,-73779,0,0,4,4390,182,1
1,40765,-73779,0,0,3,330,35,1
0,40769,-73776,3,0,4,590,166,2
0,40762,-73778,2,1,2,8650,249,0
0,40761,-73774,3,1,1,14450,4,0
0,40766,-73773,3,0,4,3940,128,2
0,40761,-73771,1,1,1,1430,114,2
0,40767,-73771,1,1,1,9300,66,2
0,40764,-73774,1,0,5,3910,16,1
0,40767,-73775,0,1,2,8420,36,2
1,40763,-73779,4,1,1,14550,246,0
0,40762,-73770,1,0,4,1460,6,1
0,40760,-73772,1,1,3,9840,50,2
0,40760,-73779,1,1,2,970,170,2
0,40768,-73776,0,0,4,2240,177,1
0,40769,-73778,0,0,4,1600,27,1
0,40768,-73770,4,0,4,850,197,2
0,40765,-73774,0,1,3,14520,210,2
0,40764,-73775,3,0,5,3050,184,2
1,40760,-73771,2,1,1,4550,159,0
1,40769,-73772,2,1,3,13370,46,0
1,40767,-73770,1,0,4,1360,155,1
1,40761,-73775,1,1,3,11580,58,2
1,40762,-73774,0,1,3,1750,129,2
0,40760,-73772,3,0,3,810,181,2
1,40762,-73775,3,1,3,3940,216,0
0,40763,-73778,3,1,3,10850,264,0
1,40761,-73775,0,1,1,2009,489,2
1,40767,-73775,1,1,1,3490,133,2
0,40762,-73770,2,0,3,3550,124,2
1,40766,-73778,0,0,4,4590,145,1
1,40769,-73773,3,1,3,10240,124,0
1,40762,-73773,4,1,2,5630,490,0
1,40761,-73778,1,1,3,9970,72,2
0,40767,-73779,1,1,2,1800,414,2
0,40763,-73778,1,1,2,11780,389,2
0,40768,-73777,0,1,2,1350,95,2
0,40768,-73772,0,0,4,480,89,1
0,40760,-73776,0,0,5,4520,69,1
1,40762,-73773,1,1,1,1080,27,2
1,40767,-73771,2,1,1,7430,164,0
0,40765,-73776,4,0,4,1720,12,2
0,40761,-73772,0,1,3,12520,44,2
1,40760,-73774,3,1,1,13650,202,0
0,40762,-73771,4,0,3,1900,11,2
1,40762,-73773,0,0,4,3080,185,1
0,40764,-73772,3,0,3,650,111,2
1,40768,-73778,2,0,4,50,170,0
0,40766,-73770,3,1,2,14530,39,0
0,40764,-73774,0,1,3,7840,245,2
1,40763,-73775,0,1,2,240,180,2
1,40769,-73776,1,0,4,1110,76,1
0,40767,-73775,1,1,1,10910,453,1
0,40763,-73774,1,0,4,4410,42,1
0,40765,-73772,1,1,3,1500,27,2
0,40767,-73775,3,0,3,1360,51,2
0,40762,-73774,4,0,4,4790,181,2
0,40766,-73775,2,0,3,1840,39,2
0,40769,-73778,3,1,3,2910,1,0
1,40767,-73779,2,1,1,400,93,0
1,40763,-73771,4,0,3,2090,88,0
0,40768,-73775,4,1,2,10400,39,0
1,40766,-73771,3,1,3,7460,450,0
0,40766,-73776,0,1,2,2780,272,2
1,40765,-73770,1,1,1,570,153,2
1,40764,-73774,4,0,4,70,45,0
1,40769,-73771,2,0,4,2400,167,0
0,40764,-73777,1,1,1,5540,10,2
0,40762,-73774,4,1,2,6200,158,0
1,40761,-73779,4,0,5,2390,170,2
0,40766,-73776,1,1,1,8490,70,2
0,40763,-73770,1,0,4,3180,145,1
1,40761,-73779,2,1,1,7010,48,0
1,40767,-73776,3,0,4,3540,53,0
1,40761,-73771,4,1,3,10940,25,0
0,40766,-73776,4,1,2,14510,123,0
1,40764,-73772,1,1,1,12520,60,2
1,40767,-73779,0,0,4,3230,18,1
1,40764,-73775,0,1,2,8340,45,2
0,40763,-73775,2,0,4,1150,85,2
0,40761,-73775,2,1,1,4820,222,0
0,40767,-73778,0,0,4,3730,194,1
1,40764,-73778,2,0,3,270,114,2
1,40761,-73778,1,0,4,1540,153,1
1,40761,-73776,1,0,3,960,174,1
0,40760,-73776,1,0,5,3840,195,1
0,40761,-73779,2,0,3,1790,188,2
1,40761,-73775,0,0,5,2100,78,1
1,40764,-73776,3,1,3,6630,227,0
0,40769,-73774,3,0,5,2900,47,2
1,40766,-73770,3,0,4,1030,133,2
0,40766,-73774,2,1,1,5880,248,0
0,40767,-73775,0,0,4,3530,90,1
0,40768,-73772,2,1,1,10950,486,0
0,40760,-73776,0,1,2,460,144,2
0,40766,-73776,1,0,5,2330,110,1
0,40767,-73773,1,0,3,2260,65,1
1,40760,-73777,1,0,4,2810,94,1
1,40766,-73773,0,0,3,4050,133,1
0,40763,-73773,1,1,2,2150,42,2
0,40762,-73777,0,0,4,4100,162,1
0,40766,-73772,0,1,3,8230,420,2
1,40761,-73773,1,1,3,13040,43,2
1,40763,-73774,3,0,4,60,44,2
0,40760,-73773,3,0,5,1500,87,2
1,40762,-73771,0,1,3,11440,18,2
1,40762,-73779,4,0,3,3040,186,2
0,40763,-73770,0,1,2,12560,81,2
1,40760,-73774,2,0,5,1800,172,0
0,40762,-73776,2,0,3,1130,52,2
0,40766,-73773,0,1,3,5040,125,2
0,40762,-73778,4,0,4,3470,178,2
0,40760,-73776,2,1,3,14700,53,0
1,40765,-73772,3,0,5,2580,48,0
1,40761,-73770,1,0,4,3170,184,1
1,40767,-73777,0,1,2,11700,128,2
0,40765,-73772,2,1,3,14480,130,0
0,40760,-73776,3,1,3,6030,312,0
1,40761,-73778,4,1,1,5230,308,0
1,40762,-73771,1,1,3,11630,58,2
1,40769,-73778,1,1,1,2260,105,2
0,40764,-73778,1,0,4,1890,80,1
0,40764,-73778,2,0,5,1140,20,2
0,40768,-73773,0,0,4,4520,117,1
1,40764,-73778,3,1,3,3880,47,0
0,40762,-73777,3,0,3,1050,113,2
1,40769,-73778,1,1,1,10450,166,2
1,40760,-73777,2,0,3,2910,136,0
0,40769,-73777,1,0,3,2310,10,1
0,40761,-73775,4,1,1,10260,13,0
0,40761,-73770,2,1,3,12430,109,0
1,40763,-73773,4,1,1,13670,187,0
1,40767,-73776,2,0,4,4470,182,2
0,40760,-73777,0,1,3,4240,20,2
0,40762,-73772,4,1,1,11830,173,0
0,40762,-73774,3,0,3,2820,46,2
0,40763,-73775,0,0,5,1980,121,1
1,40760,-73770,3,0,3,3050,162,2
0,40767,-73776,3,1,1,8039,62,0
0,40761,-73776,0,1,2,14350,458,2
0,40767,-73776,2,0,5,150,10,2
0,40768,-73773,1,1,1,12070,193,2
1,40767,-73777,4,1,2,14850,152,0
0,40763,-73770,2,1,2,100,453,0
0,40766,-73777,0,1,3,1750,83,2
0,40760,-73778,0,1,1,13410,214,2
1,40762,-73779,3,1,2,1170,16,0
0,40767,-73778,4,0,5,1030,53,2
1,40767,-73772,0,1,2,9920,211,2
0,40767,-73770,0,1,3,7680,224,2
1,40762,-73778,0,1,1,1800,51,2
1,40763,-73775,0,1,3,5940,361,2
0,40766,-73770,1,1,3,960,333,2
0,40764,-73779,1,1,2,8810,73,2
0,40768,-73779,1,0,4,4160,135,1
0,40769,-73778,0,1,2,2790,457,2
1,40764,-73771,2,1,2,2170,173,0
0,40761,-73773,3,0,5,2820,140,2
1,40769,-73774,2,0,5,1330,113,2
1,40769,-73777,3,0,5,4260,11,2
1,40767,-73776,0,0,3,1930,199,1
0,40762,-73771,2,0,4,2840,127,2
0,40765,-73772,2,0,4,2770,132,2
0,40760,-73774,3,1,2,6420,55,0
0,40768,-73779,1,1,1,5420,145,2
0,40763,-73770,3,1,3,13270,203,0
0,40760,-73773,0,1,1,1000,220,2
1,40763,-73770,3,1,1,4010,51,0
1,40765,-73771,3,1,1,10430,256,0
0,40769,-73770,1,1,3,9340,149,1
0,40769,-73772,1,0,5,3360,160,1
0,40766,-73779,0,0,5,4820,98,1
1,40760,-73773,3,1,1,3050,312,0
0,40766,-73773,0,1,2,13220,205,2
0,40767,-73770,2,1,1,14790,15,0
1,40765,-73777,0,1,1,2740,241,2
1,40767,-73772,0,0,4,470,125,1
0,40763,-73775,2,1,3,350,273,0
1,40769,-73772,0,0,3,3150,44,1
1,40767,-73779,2,0,3,4630,196,2
0,40767,-73774,3,0,4,4230,81,2
0,40768,-73772,4,1,1,11670,288,0
0,40769,-73773,4,1,3,10350,17,0
1,40765,-73776,4,1,3,810,108,0
0,40760,-73776,0,1,1,4059,192,2
1,40768,-73775,4,0,5,1570,72,2
0,40762,-73776,3,1,1,14720,34,0
0,40760,-73774,1,0,4,2950,128,1
0,40768,-73771,1,1,2,8650,123,1
0,40766,-73779,2,0,4,190,129,2
1,40768,-73779,2,0,3,2230,93,2
0,40769,-73775,3,0,4,4750,132,2
0,40760,-73776,1,1,3,2150,169,2
0,40769,-73775,0,1,3,9390,192,2
1,40769,-73776,0,1,2,7100,213,2
0,40765,-73774,0,0,4,720,31,1
1,40766,-73773,0,0,4,4960,200,1
1,40761,-73770,4,0,4,4019,157,0
1,40760,-73772,0,0,3,270,13,1
1,40769,-73775,1,0,5,3040,176,1
1,40761,-73773,0,1,1,6640,372,2
0,40762,-73778,2,1,1,3880,100,0
0,40763,-73773,0,1,3,4010,123,2
0,40766,-73774,3,1,3,5130,78,0
1,40766,-73775,1,1,2,4550,168,2
1,40769,-73777,0,1,2,10420,14,2
0,40761,-73776,0,1,3,8690,46,2
0,40763,-73772,2,0,5,1660,17,2
1,40768,-73774,0,1,3,1080,71,2
0,40766,-73774,0,1,3,10620,152,1
1,40766,-73775,2,1,1,8300,124,0
1,40766,-73773,1,1,1,2460,55,2
1,40765,-73778,3,0,3,20,94,2
1,40763,-73770,3,0,4,3750,191,2
1,40769,-73778,0,0,3,3420,126,1
1,40764,-73772,1,1,1,410,75,2
1,40766,-73778,0,1,3,9770,190,2
1,40765,-73777,3,1,2,7030,243,0
0,40765,-73777,2,0,3,3440,73,2
1,40764,-73772,4,0,3,4990,86,0
0,40766,-73772,4,1,2,3880,6,0
0,40765,-73774,2,0,5,2710,148,2
1,40761,-73771,2,0,5,5000,155,0
1,40765,-73779,4,1,2,620,93,0
0,40761,-73779,2,1,3,9450,200,0
1,40767,-73774,1,0,5,3760,160,1
1,40762,-73777,1,1,3,4290,270,2
1,40769,-73775,4,1,2,13880,208,0
0,40764,-73777,0,0,4,1320,116,1
0,40764,-73777,0,0,3,2009,72,1
1,40761,-73772,3,0,3,3430,196,2
0,40762,-73779,2,1,3,5890,118,0
1,40766,-73775,1,1,2,1410,106,2
0,40760,-73779,0,1,3,14910,45,2
0,40762,-73773,1,1,3,6280,54,2
1,40764,-73773,1,1,1,11480,495,2
0,40760,-73775,0,0,4,2560,76,1
0,40767,-73771,3,0,3,1880,75,2
1,40761,-73773,1,0,3,3010,126,1
0,40762,-73772,4,1,1,14800,13,0
0,40764,-73771,2,1,3,9700,289,0
1,40763,-73775,3,1,1,11030,194,0
0,40763,-73776,0,1,1,9020,148,2
0,40763,-73770,1,0,4,3780,55,1
0,40766,-73778,0,0,3,1540,98,1
1,40761,-73772,2,1,3,140,386,0
1,40769,-73778,3,0,5,4800,109,2
0,40765,-73775,2,0,5,4820,55,2
0,40760,-73771,3,1,1,12250,91,0
0,40763,-73773,0,1,2,3980,47,2
0,40761,-73778,3,0,3,2900,20,2
0,40768,-73772,1,0,3,3270,196,1
0,40767,-73770,4,0,4,890,22,2
1,40765,-73776,3,1,1,620,415,0
1,40764,-73774,0,1,1,7770,119,2
1,40760,-73774,0,0,5,2100,113,1
1,40762,-73777,3,0,3,4950,10,2
0,40769,-73778,1,1,1,9250,128,2
1,40767,-73777,0,1,2,7540,225,2
0,40761,-73778,0,1,3,13980,19,2
1,40768,-73779,3,0,4,2700,147,2
1,40764,-73772,3,1,1,6950,407,0
0,40769,-73771,1,0,5,4290,69,1
0,40768,-73775,0,1,2,8420,252,2
0,40760,-73773,1,0,3,130,138,1
0,40763,-73776,2,1,1,8810,167,0
0,40767,-73777,1,0,4,170,22,1
0,40769,-73775,3,0,5,2150,52,2
0,40765,-73776,0,0,5,2240,97,1
1,40760,-73775,0,0,4,410,5,1
1,40767,-73773,0,0,4,3910,75,1
0,40769,-73776,0,1,2,1330,49,2
0,40765,-73772,4,0,5,2280,94,2
0,40767,-73775,0,0,4,2640,155,1
0,40761,-73775,4,0,3,420,157,2
0,40760,-73778,2,0,5,3350,24,2
1,40763,-73778,1,1,1,4440,77,2
0,40766,-73773,3,1,2,10250,326,0
0,40765,-73774,2,1,1,6420,240,0
1,40768,-73776,2,0,5,4320,166,0
0,40764,-73776,2,0,4,2050,167,2
1,40766,-73776,0,1,1,14450,214,2
0,40769,-73772,1,1,2,6230,250,2
1,40765,-73770,1,1,2,9490,93,2
1,40765,-73776,1,1,1,620,222,2
1,40761,-73775,2,0,4,3300,35,0
1,40761,-73774,1,1,3,13160,236,2
0,40769,-73774,3,0,5,2250,91,2
